"Plot Title: 21476421"
"#","Date Time, GMT-06:00","Abs Pres, mm Hg (LGR S/N: 21476421, SEN S/N: 21476421)","Temp, °C (LGR S/N: 21476421, SEN S/N: 21476421)","Abs Pres Barom., mm Hg (LGR S/N: 21060405, SEN S/N: 21060405)","Water Level, meters (LGR S/N: 21476421)","Coupler Detached (LGR S/N: 21476421)","Coupler Attached (LGR S/N: 21476421)","Host Connected (LGR S/N: 21476421)","Stopped (LGR S/N: 21476421)","End Of File (LGR S/N: 21476421)"
1799,07/06/24 06:00:00 PM,962.88,15.378,678.99,3.560,,,,,
1800,07/06/24 07:00:00 PM,962.74,14.996,678.64,3.562,,,,,
1801,07/06/24 08:00:00 PM,962.83,14.900,678.90,3.560,,,,,
1802,07/06/24 09:00:00 PM,962.49,14.325,679.16,3.552,,,,,
1803,07/06/24 10:00:00 PM,962.85,14.325,679.38,3.553,,,,,
1804,07/06/24 11:00:00 PM,963.19,13.942,679.87,3.551,,,,,
1805,07/07/24 12:00:00 AM,963.91,14.230,680.01,3.559,,,,,
1806,07/07/24 01:00:00 AM,963.80,13.942,680.09,3.557,,,,,
1807,07/07/24 02:00:00 AM,963.81,13.654,680.25,3.554,,,,,
1808,07/07/24 03:00:00 AM,963.74,13.461,680.47,3.550,,,,,
1809,07/07/24 04:00:00 AM,963.86,13.461,680.50,3.551,,,,,
1810,07/07/24 05:00:00 AM,964.33,13.750,680.70,3.555,,,,,
1811,07/07/24 06:00:00 AM,964.80,14.038,681.03,3.557,,,,,
1812,07/07/24 07:00:00 AM,964.94,13.750,681.31,3.555,,,,,
1813,07/07/24 08:00:00 AM,965.14,14.613,681.57,3.555,,,,,
1814,07/07/24 09:00:00 AM,965.10,14.804,681.79,3.552,,,,,
1815,07/07/24 10:00:00 AM,965.10,14.804,681.58,3.554,,,,,
1816,07/07/24 11:00:00 AM,964.92,14.996,681.48,3.554,,,,,
1817,07/07/24 12:00:00 PM,964.10,14.421,681.47,3.542,,,,,
1818,07/07/24 01:00:00 PM,963.63,14.134,681.30,3.538,,,,,
1819,07/07/24 02:00:00 PM,963.38,14.421,680.63,3.544,,,,,
1820,07/07/24 03:00:00 PM,963.14,15.091,680.31,3.545,,,,,
1821,07/07/24 04:00:00 PM,962.40,14.709,679.79,3.542,,,,,
1822,07/07/24 05:00:00 PM,962.09,15.187,679.41,3.543,,,,,
1823,07/07/24 06:00:00 PM,961.29,14.996,679.11,3.536,,,,,
1824,07/07/24 07:00:00 PM,961.20,14.421,678.96,3.537,,,,,
1825,07/07/24 08:00:00 PM,961.32,14.421,678.63,3.543,,,,,
1826,07/07/24 09:00:00 PM,960.87,14.517,678.63,3.537,,,,,
1827,07/07/24 10:00:00 PM,960.96,14.421,678.66,3.538,,,,,
1828,07/07/24 11:00:00 PM,961.18,14.709,678.74,3.540,,,,,
1829,07/08/24 12:00:00 AM,961.44,14.421,678.93,3.540,,,,,
1830,07/08/24 01:00:00 AM,961.96,14.517,679.17,3.544,,,,,
1831,07/08/24 02:00:00 AM,962.04,14.421,679.24,3.544,,,,,
1832,07/08/24 03:00:00 AM,961.77,14.325,679.24,3.541,,,,,
1833,07/08/24 04:00:00 AM,961.79,14.709,679.44,3.538,,,,,
1834,07/08/24 05:00:00 AM,962.31,14.804,679.85,3.540,,,,,
1835,07/08/24 06:00:00 AM,962.69,15.187,679.89,3.545,,,,,
1836,07/08/24 07:00:00 AM,962.57,15.187,680.10,3.540,,,,,
1837,07/08/24 08:00:00 AM,962.41,15.091,680.27,3.536,,,,,
1838,07/08/24 09:00:00 AM,962.13,14.996,680.26,3.532,,,,,
1839,07/08/24 10:00:00 AM,962.19,14.804,680.03,3.536,,,,,
1840,07/08/24 11:00:00 AM,961.86,14.900,679.85,3.534,,,,,
1841,07/08/24 12:00:00 PM,961.55,14.709,679.64,3.532,,,,,
1842,07/08/24 01:00:00 PM,960.78,14.613,679.39,3.525,,,,,
1843,07/08/24 02:00:00 PM,960.69,14.996,679.02,3.529,,,,,
1844,07/08/24 03:00:00 PM,960.45,15.664,678.87,3.528,,,,,
1845,07/08/24 04:00:00 PM,960.29,16.237,678.51,3.532,,,,,
1846,07/08/24 05:00:00 PM,959.76,16.427,678.30,3.527,,,,,
1847,07/08/24 06:00:00 PM,959.20,16.237,678.14,3.522,,,,,
1848,07/08/24 07:00:00 PM,959.06,15.855,677.85,3.524,,,,,
1849,07/08/24 08:00:00 PM,959.22,15.951,677.79,3.527,,,,,
1850,07/08/24 09:00:00 PM,959.39,15.760,678.00,3.526,,,,,
1851,07/08/24 10:00:00 PM,959.73,15.378,678.44,3.525,,,,,
1852,07/08/24 11:00:00 PM,959.94,15.282,678.92,3.521,,,,,
1853,07/09/24 12:00:00 AM,960.42,15.282,679.26,3.523,,,,,
1854,07/09/24 01:00:00 AM,960.98,15.473,679.59,3.526,,,,,
1855,07/09/24 02:00:00 AM,961.05,15.664,679.65,3.526,,,,,
1856,07/09/24 03:00:00 AM,960.90,15.569,679.80,3.522,,,,,
1857,07/09/24 04:00:00 AM,961.02,15.569,680.01,3.521,,,,,
1858,07/09/24 05:00:00 AM,961.38,15.569,680.25,3.522,,,,,
1859,07/09/24 06:00:00 AM,961.77,15.664,680.49,3.524,,,,,
1860,07/09/24 07:00:00 AM,962.02,15.664,680.82,3.523,,,,,
1861,07/09/24 08:00:00 AM,961.93,15.091,680.92,3.520,,,,,
1862,07/09/24 09:00:00 AM,961.86,14.900,680.91,3.519,,,,,
1863,07/09/24 10:00:00 AM,961.65,14.996,680.70,3.520,,,,,
1864,07/09/24 11:00:00 AM,961.22,14.804,680.69,3.514,,,,,
1865,07/09/24 12:00:00 PM,960.65,14.900,680.28,3.512,,,,,
1866,07/09/24 01:00:00 PM,960.09,14.709,679.86,3.510,,,,,
1867,07/09/24 02:00:00 PM,959.57,14.613,679.50,3.507,,,,,
1868,07/09/24 03:00:00 PM,959.00,14.709,679.03,3.506,,,,,
1869,07/09/24 04:00:00 PM,958.60,14.613,678.78,3.504,,,,,
1870,07/09/24 05:00:00 PM,958.32,14.517,678.46,3.504,,,,,
1871,07/09/24 06:00:00 PM,957.89,14.325,678.10,3.503,,,,,
1872,07/09/24 07:00:00 PM,957.49,14.230,678.16,3.497,,,,,
1873,07/09/24 08:00:00 PM,957.27,13.942,677.58,3.502,,,,,
1874,07/09/24 09:00:00 PM,957.15,13.654,677.49,3.501,,,,,
1875,07/09/24 10:00:00 PM,957.44,14.421,677.70,3.503,,,,,
1876,07/09/24 11:00:00 PM,957.42,14.038,678.11,3.497,,,,,
1877,07/10/24 12:00:00 AM,957.67,13.750,678.21,3.499,,,,,
1878,07/10/24 01:00:00 AM,957.90,14.038,678.42,3.499,,,,,
1879,07/10/24 02:00:00 AM,958.05,14.421,678.49,3.500,,,,,
1880,07/10/24 03:00:00 AM,957.93,14.421,678.37,3.500,,,,,
1881,07/10/24 04:00:00 AM,958.03,14.709,678.47,3.501,,,,,
1882,07/10/24 05:00:00 AM,958.14,14.325,678.51,3.501,,,,,
1883,07/10/24 06:00:00 AM,958.42,14.134,678.78,3.501,,,,,
1884,07/10/24 07:00:00 AM,958.65,14.421,679.00,3.502,,,,,
1885,07/10/24 08:00:00 AM,958.67,14.134,679.32,3.497,,,,,
1886,07/10/24 09:00:00 AM,958.74,14.325,679.41,3.497,,,,,
1887,07/10/24 10:00:00 AM,958.72,14.613,679.25,3.499,,,,,
1888,07/10/24 11:00:00 AM,958.32,14.517,679.14,3.495,,,,,
1889,07/10/24 12:00:00 PM,958.19,14.804,679.08,3.494,,,,,
1890,07/10/24 01:00:00 PM,957.46,14.804,678.58,3.491,,,,,
1891,07/10/24 02:00:00 PM,956.81,14.996,678.16,3.488,,,,,
1892,07/10/24 03:00:00 PM,956.64,15.855,677.79,3.491,,,,,
1893,07/10/24 04:00:00 PM,956.29,16.237,677.34,3.493,,,,,
1894,07/10/24 05:00:00 PM,955.41,15.473,676.97,3.486,,,,,
1895,07/10/24 06:00:00 PM,954.94,15.187,676.76,3.482,,,,,
1896,07/10/24 07:00:00 PM,954.66,15.091,676.59,3.481,,,,,
1897,07/10/24 08:00:00 PM,955.05,16.808,676.44,3.489,,,,,
1898,07/10/24 09:00:00 PM,955.75,19.187,676.54,3.499,,,,,
1899,07/10/24 10:00:00 PM,956.03,19.662,676.91,3.498,,,,,
1900,07/10/24 11:00:00 PM,956.02,19.282,677.16,3.494,,,,,
1901,07/11/24 12:00:00 AM,956.24,19.187,677.39,3.494,,,,,
1902,07/11/24 01:00:00 AM,956.69,19.092,677.43,3.499,,,,,
1903,07/11/24 02:00:00 AM,956.93,19.092,677.74,3.498,,,,,
1904,07/11/24 03:00:00 AM,956.55,18.711,677.64,3.494,,,,,
1905,07/11/24 04:00:00 AM,956.61,18.521,678.03,3.490,,,,,
1906,07/11/24 05:00:00 AM,956.81,18.045,678.24,3.489,,,,,
1907,07/11/24 06:00:00 AM,957.13,18.616,678.60,3.489,,,,,
1908,07/11/24 07:00:00 AM,957.58,18.521,678.88,3.491,,,,,
1909,07/11/24 08:00:00 AM,957.34,18.521,678.81,3.489,,,,,
1910,07/11/24 09:00:00 AM,957.30,18.426,678.93,3.487,,,,,
1911,07/11/24 10:00:00 AM,957.00,18.236,678.99,3.482,,,,,
1912,07/11/24 11:00:00 AM,956.94,18.045,678.78,3.484,,,,,
1913,07/11/24 12:00:00 PM,956.45,18.045,678.66,3.479,,,,,
1914,07/11/24 01:00:00 PM,955.81,17.950,678.18,3.476,,,,,
1915,07/11/24 02:00:00 PM,955.25,18.426,677.82,3.474,,,,,
1916,07/11/24 03:00:00 PM,955.14,18.806,677.60,3.476,,,,,
1917,07/11/24 04:00:00 PM,954.87,19.092,677.25,3.477,,,,,
1918,07/11/24 05:00:00 PM,954.44,18.901,676.65,3.479,,,,,
1919,07/11/24 06:00:00 PM,953.96,18.901,676.49,3.475,,,,,
1920,07/11/24 07:00:00 PM,953.80,18.806,676.38,3.474,,,,,
1921,07/11/24 08:00:00 PM,954.13,18.711,676.68,3.475,,,,,
1922,07/11/24 09:00:00 PM,954.60,18.996,677.03,3.476,,,,,
1923,07/11/24 10:00:00 PM,955.08,19.377,677.40,3.478,,,,,
1924,07/11/24 11:00:00 PM,955.48,19.472,677.65,3.480,,,,,
1925,07/12/24 12:00:00 AM,955.52,19.567,678.06,3.475,,,,,
1926,07/12/24 01:00:00 AM,956.03,19.662,678.13,3.481,,,,,
1927,07/12/24 02:00:00 AM,956.40,19.662,678.42,3.482,,,,,
1928,07/12/24 03:00:00 AM,956.03,19.662,678.54,3.476,,,,,
1929,07/12/24 04:00:00 AM,955.92,18.616,678.92,3.468,,,,,
1930,07/12/24 05:00:00 AM,956.00,18.140,679.04,3.467,,,,,
1931,07/12/24 06:00:00 AM,956.73,18.140,679.77,3.467,,,,,
1932,07/12/24 07:00:00 AM,957.21,18.140,679.98,3.471,,,,,
1933,07/12/24 08:00:00 AM,957.54,18.045,680.40,3.470,,,,,
1934,07/12/24 09:00:00 AM,957.07,16.713,680.73,3.458,,,,,
1935,07/12/24 10:00:00 AM,956.62,15.473,680.52,3.454,,,,,
1936,07/12/24 11:00:00 AM,956.49,14.804,680.55,3.451,,,,,
1937,07/12/24 12:00:00 PM,956.46,15.378,680.39,3.453,,,,,
1938,07/12/24 01:00:00 PM,955.98,16.713,679.98,3.453,,,,,
1939,07/12/24 02:00:00 PM,955.23,16.332,679.59,3.448,,,,,
1940,07/12/24 03:00:00 PM,954.66,15.760,679.35,3.443,,,,,
1941,07/12/24 04:00:00 PM,954.18,15.091,678.96,3.442,,,,,
1942,07/12/24 05:00:00 PM,953.95,14.804,678.55,3.444,,,,,
1943,07/12/24 06:00:00 PM,953.52,15.282,678.06,3.445,,,,,
1944,07/12/24 07:00:00 PM,952.98,15.473,677.98,3.439,,,,,
1945,07/12/24 08:00:00 PM,953.02,15.569,678.12,3.438,,,,,
1946,07/12/24 09:00:00 PM,953.46,17.475,678.00,3.446,,,,,
1947,07/12/24 10:00:00 PM,953.72,17.855,678.09,3.449,,,,,
1948,07/12/24 11:00:00 PM,954.18,18.140,678.55,3.449,,,,,
1949,07/13/24 12:00:00 AM,954.15,17.379,678.69,3.446,,,,,
1950,07/13/24 01:00:00 AM,954.10,17.570,678.78,3.445,,,,,
1951,07/13/24 02:00:00 AM,954.71,17.570,678.91,3.451,,,,,
1952,07/13/24 03:00:00 AM,954.69,17.855,679.19,3.447,,,,,
1953,07/13/24 04:00:00 AM,954.70,16.523,679.38,3.444,,,,,
1954,07/13/24 05:00:00 AM,954.73,15.951,679.72,3.439,,,,,
1955,07/13/24 06:00:00 AM,954.70,15.855,679.89,3.437,,,,,
1956,07/13/24 07:00:00 AM,955.15,15.760,680.27,3.437,,,,,
1957,07/13/24 08:00:00 AM,955.36,15.664,680.45,3.438,,,,,
1958,07/13/24 09:00:00 AM,955.27,15.760,680.68,3.433,,,,,
1959,07/13/24 10:00:00 AM,954.85,15.282,680.62,3.428,,,,,
1960,07/13/24 11:00:00 AM,954.15,14.996,680.32,3.423,,,,,
1961,07/13/24 12:00:00 PM,953.99,15.569,680.06,3.424,,,,,
1962,07/13/24 01:00:00 PM,953.63,16.237,679.44,3.428,,,,,
1963,07/13/24 02:00:00 PM,953.21,17.094,679.16,3.427,,,,,
1964,07/13/24 03:00:00 PM,952.44,16.999,678.66,3.423,,,,,
1965,07/13/24 04:00:00 PM,952.13,17.475,678.43,3.422,,,,,
1966,07/13/24 05:00:00 PM,951.66,17.189,678.10,3.420,,,,,
1967,07/13/24 06:00:00 PM,951.20,16.903,677.66,3.420,,,,,
1968,07/13/24 07:00:00 PM,950.97,17.284,677.49,3.419,,,,,
1969,07/13/24 08:00:00 PM,951.05,18.901,677.31,3.424,,,,,
1970,07/13/24 09:00:00 PM,951.09,19.758,677.28,3.426,,,,,
1971,07/13/24 10:00:00 PM,951.64,19.948,677.65,3.428,,,,,
1972,07/13/24 11:00:00 PM,951.92,20.043,677.91,3.429,,,,,
1973,07/14/24 12:00:00 AM,952.01,20.329,678.06,3.428,,,,,
1974,07/14/24 01:00:00 AM,952.10,20.234,678.41,3.424,,,,,
1975,07/14/24 02:00:00 AM,952.13,20.329,678.44,3.425,,,,,
1976,07/14/24 03:00:00 AM,952.44,20.519,678.42,3.429,,,,,
1977,07/14/24 04:00:00 AM,952.19,20.138,678.61,3.423,,,,,
1978,07/14/24 05:00:00 AM,952.24,19.567,678.60,3.423,,,,,
1979,07/14/24 06:00:00 AM,952.49,19.948,678.97,3.422,,,,,
1980,07/14/24 07:00:00 AM,952.48,19.567,679.08,3.420,,,,,
1981,07/14/24 08:00:00 AM,952.56,19.092,679.70,3.412,,,,,
1982,07/14/24 09:00:00 AM,952.57,19.472,679.53,3.415,,,,,
1983,07/14/24 10:00:00 AM,951.72,16.999,679.27,3.405,,,,,
1984,07/14/24 11:00:00 AM,951.00,15.664,678.90,3.400,,,,,
1985,07/14/24 12:00:00 PM,950.52,16.332,678.51,3.399,,,,,
1986,07/14/24 01:00:00 PM,950.09,17.189,678.13,3.399,,,,,
1987,07/14/24 02:00:00 PM,949.47,17.855,677.42,3.400,,,,,
1988,07/14/24 03:00:00 PM,948.77,17.570,676.81,3.399,,,,,
1989,07/14/24 04:00:00 PM,948.48,17.760,676.71,3.396,,,,,
1990,07/14/24 05:00:00 PM,948.10,17.379,676.32,3.396,,,,,
1991,07/14/24 06:00:00 PM,948.00,18.140,676.32,3.395,,,,,
1992,07/14/24 07:00:00 PM,947.82,19.758,676.12,3.397,,,,,
1993,07/14/24 08:00:00 PM,948.26,20.710,676.08,3.404,,,,,
1994,07/14/24 09:00:00 PM,948.47,20.996,676.70,3.399,,,,,
1995,07/14/24 10:00:00 PM,949.08,20.996,677.30,3.399,,,,,
1996,07/14/24 11:00:00 PM,949.44,20.615,677.54,3.400,,,,,
1997,07/15/24 12:00:00 AM,949.51,19.377,678.20,3.391,,,,,
1998,07/15/24 01:00:00 AM,949.65,19.092,678.30,3.392,,,,,
1999,07/15/24 02:00:00 AM,949.77,18.711,678.46,3.391,,,,,
2000,07/15/24 03:00:00 AM,949.71,17.855,678.51,3.389,,,,,
2001,07/15/24 04:00:00 AM,949.55,17.379,678.51,3.386,,,,,
2002,07/15/24 05:00:00 AM,949.58,16.427,678.72,3.383,,,,,
2003,07/15/24 06:00:00 AM,949.63,16.237,679.08,3.379,,,,,
2004,07/15/24 07:00:00 AM,949.84,16.141,679.17,3.380,,,,,
2005,07/15/24 08:00:00 AM,950.04,14.709,679.32,3.380,,,,,
2006,07/15/24 09:00:00 AM,949.77,14.613,679.48,3.374,,,,,
2007,07/15/24 10:00:00 AM,949.05,14.325,679.44,3.365,,,,,
2008,07/15/24 11:00:00 AM,948.55,13.942,679.02,3.364,,,,,
2009,07/15/24 12:00:00 PM,948.57,14.325,678.81,3.367,,,,,
2010,07/15/24 01:00:00 PM,948.27,15.473,678.51,3.368,,,,,
2011,07/15/24 02:00:00 PM,947.68,15.855,677.76,3.370,,,,,
2012,07/15/24 03:00:00 PM,946.59,15.855,677.37,3.360,,,,,
2013,07/15/24 04:00:00 PM,946.50,15.951,677.21,3.362,,,,,
2014,07/15/24 05:00:00 PM,947.07,17.570,677.15,3.371,,,,,
2015,07/15/24 06:00:00 PM,947.33,19.377,676.87,3.380,,,,,
2016,07/15/24 07:00:00 PM,947.22,19.758,676.89,3.378,,,,,
2017,07/15/24 08:00:00 PM,947.25,20.234,676.95,3.378,,,,,
2018,07/15/24 09:00:00 PM,947.07,20.043,677.34,3.370,,,,,
2019,07/15/24 10:00:00 PM,947.98,20.234,677.70,3.378,,,,,
2020,07/15/24 11:00:00 PM,948.53,20.424,678.16,3.379,,,,,
2021,07/16/24 12:00:00 AM,948.53,20.424,678.56,3.374,,,,,
2022,07/16/24 01:00:00 AM,948.37,19.948,678.83,3.368,,,,,
2023,07/16/24 02:00:00 AM,948.42,19.758,679.04,3.365,,,,,
2024,07/16/24 03:00:00 AM,948.71,18.806,679.47,3.363,,,,,
2025,07/16/24 04:00:00 AM,949.12,19.662,679.64,3.367,,,,,
2026,07/16/24 05:00:00 AM,949.54,19.472,680.26,3.364,,,,,
2027,07/16/24 06:00:00 AM,949.57,19.567,680.50,3.361,,,,,
2028,07/16/24 07:00:00 AM,949.87,19.377,680.96,3.359,,,,,
2029,07/16/24 08:00:00 AM,950.30,19.567,681.33,3.360,,,,,
2030,07/16/24 09:00:00 AM,950.52,19.853,681.59,3.359,,,,,
2031,07/16/24 10:00:00 AM,949.78,18.045,681.39,3.351,,,,,
2032,07/16/24 11:00:00 AM,949.75,19.377,681.24,3.353,,,,,
2033,07/16/24 12:00:00 PM,949.39,19.377,681.22,3.349,,,,,
2034,07/16/24 01:00:00 PM,949.27,19.377,680.98,3.350,,,,,
2035,07/16/24 02:00:00 PM,948.88,19.662,680.75,3.348,,,,,
2036,07/16/24 03:00:00 PM,948.52,20.043,680.50,3.347,,,,,
2037,07/16/24 04:00:00 PM,948.15,19.282,679.89,3.350,,,,,
2038,07/16/24 05:00:00 PM,948.03,19.662,679.84,3.349,,,,,
2039,07/16/24 06:00:00 PM,948.00,19.948,679.97,3.347,,,,,
2040,07/16/24 07:00:00 PM,948.00,19.948,679.66,3.351,,,,,
2041,07/16/24 08:00:00 PM,947.67,19.662,679.52,3.349,,,,,
2042,07/16/24 09:00:00 PM,947.54,19.282,679.50,3.347,,,,,
2043,07/16/24 10:00:00 PM,947.48,19.472,679.77,3.342,,,,,
2044,07/16/24 11:00:00 PM,947.91,19.662,679.90,3.347,,,,,
2045,07/17/24 12:00:00 AM,948.03,19.662,680.20,3.344,,,,,
2046,07/17/24 01:00:00 AM,948.15,19.282,680.41,3.343,,,,,
2047,07/17/24 02:00:00 AM,948.14,18.901,680.67,3.339,,,,,
2048,07/17/24 03:00:00 AM,948.03,17.189,680.96,3.332,,,,,
2049,07/17/24 04:00:00 AM,948.04,15.855,681.08,3.330,,,,,
2050,07/17/24 05:00:00 AM,948.35,15.378,681.12,3.333,,,,,
2051,07/17/24 06:00:00 AM,948.12,15.091,681.48,3.325,,,,,
2052,07/17/24 07:00:00 AM,948.18,14.900,681.71,3.322,,,,,
2053,07/17/24 08:00:00 AM,948.23,14.709,682.03,3.319,,,,,
2054,07/17/24 09:00:00 AM,948.19,14.613,682.09,3.317,,,,,
2055,07/17/24 10:00:00 AM,948.09,14.325,681.92,3.318,,,,,
2056,07/17/24 11:00:00 AM,947.52,14.421,681.66,3.314,,,,,
2057,07/17/24 12:00:00 PM,947.23,15.951,681.12,3.318,,,,,
2058,07/17/24 01:00:00 PM,946.47,15.187,680.88,3.311,,,,,
2059,07/17/24 02:00:00 PM,946.02,15.282,680.54,3.309,,,,,
2060,07/17/24 03:00:00 PM,945.74,15.855,680.11,3.312,,,,,
2061,07/17/24 04:00:00 PM,945.51,16.237,679.80,3.313,,,,,
2062,07/17/24 05:00:00 PM,945.12,18.236,679.34,3.315,,,,,
2063,07/17/24 06:00:00 PM,945.00,19.282,679.01,3.319,,,,,
2064,07/17/24 07:00:00 PM,944.74,18.901,679.00,3.315,,,,,
2065,07/17/24 08:00:00 PM,944.72,19.187,678.72,3.319,,,,,
2066,07/17/24 09:00:00 PM,944.75,19.282,678.74,3.319,,,,,
2067,07/17/24 10:00:00 PM,944.65,18.616,678.76,3.317,,,,,
2068,07/17/24 11:00:00 PM,944.96,19.187,679.13,3.317,,,,,
2069,07/18/24 12:00:00 AM,944.71,18.806,678.88,3.316,,,,,
2070,07/18/24 01:00:00 AM,944.71,18.806,679.17,3.312,,,,,
2071,07/18/24 02:00:00 AM,944.58,18.426,678.97,3.313,,,,,
2072,07/18/24 03:00:00 AM,944.47,18.806,679.00,3.311,,,,,
2073,07/18/24 04:00:00 AM,945.56,18.806,680.46,3.306,,,,,
2074,07/18/24 05:00:00 AM,951.63,19.187,680.55,3.388,,,,,
2075,07/18/24 06:00:00 AM,973.16,18.331,681.23,3.671,,,,,
2076,07/18/24 07:00:00 AM,1055.34,16.618,680.64,4.797,,,,,
2077,07/18/24 08:00:00 AM,1056.95,16.999,680.73,4.818,,,,,
2078,07/18/24 09:00:00 AM,1064.38,17.284,680.83,4.918,,,,,
2079,07/18/24 10:00:00 AM,1063.92,16.141,680.92,4.910,,,,,
2080,07/18/24 11:00:00 AM,1063.74,16.903,680.98,4.907,,,,,
2081,07/18/24 12:00:00 PM,1063.77,17.284,680.80,4.910,,,,,
2082,07/18/24 01:00:00 PM,1063.82,16.808,680.88,4.909,,,,,
2083,07/18/24 02:00:00 PM,1063.99,16.903,681.00,4.910,,,,,
2084,07/18/24 03:00:00 PM,1063.65,17.284,680.79,4.909,,,,,
2085,07/18/24 04:00:00 PM,1063.08,17.094,680.74,4.901,,,,,
2086,07/18/24 05:00:00 PM,1062.54,16.046,680.20,4.900,,,,,
2087,07/18/24 06:00:00 PM,1062.89,17.855,680.17,4.907,,,,,
2088,07/18/24 07:00:00 PM,1062.48,16.808,679.76,4.906,,,,,
2089,07/18/24 08:00:00 PM,1062.13,16.237,679.68,4.902,,,,,
2090,07/18/24 09:00:00 PM,1062.69,18.616,679.99,4.908,,,,,
2091,07/18/24 10:00:00 PM,1062.72,18.045,680.43,4.902,,,,,
2092,07/18/24 11:00:00 PM,1063.43,18.616,680.61,4.909,,,,,
2093,07/19/24 12:00:00 AM,1063.69,18.996,680.96,4.909,,,,,
2094,07/19/24 01:00:00 AM,1063.73,19.092,681.27,4.905,,,,,
2095,07/19/24 02:00:00 AM,1063.53,17.950,681.72,4.895,,,,,
2096,07/19/24 03:00:00 AM,1063.80,18.616,681.72,4.899,,,,,
2097,07/19/24 04:00:00 AM,1063.80,15.855,681.86,4.895,,,,,
2098,07/19/24 05:00:00 AM,1064.26,15.473,682.17,4.897,,,,,
2099,07/19/24 06:00:00 AM,1064.38,16.046,682.26,4.897,,,,,
2100,07/19/24 07:00:00 AM,1064.20,14.134,682.97,4.884,,,,,
2101,07/19/24 08:00:00 AM,1064.72,15.091,683.07,4.890,,,,,
2102,07/19/24 09:00:00 AM,1064.96,15.091,683.25,4.891,,,,,
2103,07/19/24 10:00:00 AM,1064.65,14.613,683.12,4.888,,,,,
2104,07/19/24 11:00:00 AM,1064.32,14.709,682.82,4.888,,,,,
2105,07/19/24 12:00:00 PM,1063.63,14.230,682.71,4.880,,,,,
2106,07/19/24 01:00:00 PM,1063.23,13.846,682.56,4.876,,,,,
2107,07/19/24 02:00:00 PM,1063.19,14.038,682.30,4.879,,,,,
2108,07/19/24 03:00:00 PM,1062.81,15.187,682.08,4.878,,,,,
2109,07/19/24 04:00:00 PM,1062.80,16.999,681.84,4.882,,,,,
2110,07/19/24 05:00:00 PM,1061.76,14.421,681.47,4.871,,,,,
2111,07/19/24 06:00:00 PM,1061.67,15.091,681.27,4.873,,,,,
2112,07/19/24 07:00:00 PM,1061.52,16.523,681.03,4.876,,,,,
2113,07/19/24 08:00:00 PM,1061.51,16.808,680.78,4.879,,,,,
2114,07/19/24 09:00:00 PM,1061.60,17.665,680.85,4.880,,,,,
2115,07/19/24 10:00:00 PM,1062.15,18.806,681.31,4.883,,,,,
2116,07/19/24 11:00:00 PM,1062.15,16.903,681.51,4.878,,,,,
2117,07/20/24 12:00:00 AM,1062.96,18.045,682.05,4.883,,,,,
2118,07/20/24 01:00:00 AM,1063.20,18.045,682.47,4.881,,,,,
2119,07/20/24 02:00:00 AM,1063.57,17.094,682.71,4.881,,,,,
2120,07/20/24 03:00:00 AM,1063.46,16.808,683.09,4.874,,,,,
2121,07/20/24 04:00:00 AM,1064.01,17.284,683.39,4.878,,,,,
2122,07/20/24 05:00:00 AM,1064.08,16.523,683.61,4.875,,,,,
2123,07/20/24 06:00:00 AM,1064.56,17.760,683.94,4.879,,,,,
2124,07/20/24 07:00:00 AM,1064.50,17.284,684.36,4.872,,,,,
2125,07/20/24 08:00:00 AM,1064.59,17.189,684.72,4.868,,,,,
2126,07/20/24 09:00:00 AM,1064.94,17.475,684.90,4.870,,,,,
2127,07/20/24 10:00:00 AM,1064.98,17.570,684.98,4.870,,,,,
2128,07/20/24 11:00:00 AM,1064.51,16.999,684.63,4.868,,,,,
2129,07/20/24 12:00:00 PM,1063.91,16.713,684.51,4.861,,,,,
2130,07/20/24 01:00:00 PM,1063.21,16.808,684.03,4.858,,,,,
2131,07/20/24 02:00:00 PM,1063.08,17.094,683.43,4.865,,,,,
2132,07/20/24 03:00:00 PM,1062.76,16.903,683.18,4.864,,,,,
2133,07/20/24 04:00:00 PM,1062.25,17.475,682.86,4.862,,,,,
2134,07/20/24 05:00:00 PM,1062.27,17.189,682.88,4.861,,,,,
2135,07/20/24 06:00:00 PM,1061.66,15.664,682.77,4.853,,,,,
2136,07/20/24 07:00:00 PM,1062.04,16.618,682.86,4.858,,,,,
2137,07/20/24 08:00:00 PM,1062.15,18.140,682.77,4.862,,,,,
2138,07/20/24 09:00:00 PM,1063.07,19.282,682.96,4.873,,,,,
2139,07/20/24 10:00:00 PM,1063.58,19.662,683.37,4.875,,,,,
2140,07/20/24 11:00:00 PM,1063.42,19.567,683.25,4.874,,,,,
2141,07/21/24 12:00:00 AM,1062.95,17.379,683.24,4.866,,,,,
2142,07/21/24 01:00:00 AM,1063.35,18.426,683.40,4.870,,,,,
2143,07/21/24 02:00:00 AM,1063.16,18.236,683.59,4.865,,,,,
2144,07/21/24 03:00:00 AM,1063.35,18.426,683.79,4.865,,,,,
2145,07/21/24 04:00:00 AM,1063.62,18.806,683.64,4.871,,,,,
2146,07/21/24 05:00:00 AM,1063.34,16.523,683.90,4.861,,,,,
2147,07/21/24 06:00:00 AM,1063.57,17.094,684.16,4.862,,,,,
2148,07/21/24 07:00:00 AM,1063.53,16.999,684.35,4.858,,,,,
