Date,Site,Test,Parameter,Value,Units,Qualifier,Method,Start Depth,End Depth,SampleType,Volume,Notes
06/04/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1286.3,"Bucket in 21V14 @ 1100 hours.  Sunny, few light showers last week.  High wind, thunderstorms last night.Light to no organics in sample.  Filtered 500um mesh.;;;"
06/04/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,95.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,628.4,"Bucket in 29V14 @ 1330 hours.  Sunny, few light showers last week.  High wind, thunderstorms last night.Lots of organics in sample, pollen, 1 beetle.  Filtered 500um mesh.;;;"
06/13/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,682,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,778.4,"Bucket in 04VI14 @ 1440 hours.  Fair number of pine capsules, 2 beetles, pollen in sample.  Hot, cool, windy, calm, rain and sun last week.  Filtered 500um mesh.;;;"
06/13/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,492,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,974,"Bucket in 04VI14 @ 1440 hours.  Fairly clean sample, only 2 pine capsules.  Hot, cool, windy, calm, rain and sun last week.  Steady rain last 12 hours.  Filtered 500um mesh.;;;"
06/13/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,30.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,974,"Bucket in 04VI14 @ 1440 hours.  Fairly clean sample, only 2 pine capsules.  Hot, cool, windy, calm, rain and sun last week.  Steady rain last 12 hours.  Filtered 500um mesh.;;;"
06/13/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,121,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,778.4,"Bucket in 04VI14 @ 1440 hours.  Fair number of pine capsules, 2 beetles, pollen in sample.  Hot, cool, windy, calm, rain and sun last week.  Filtered 500um mesh.;;;"
06/19/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,130,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,2472.5,Bucket in 13VI14 @ 1415.  High winds and heavy rain last 5 days.  Moderate organics in sample. Filtered 500um mesh.;;;
06/19/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,120,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,5445.9,"Bucket in 13VI14 @ 1415.  High winds and heavy rain last 5 days.  Moderate to heavy organics in sample, 1 spider. Filtered 500um mesh.;;;"
06/19/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,< 1.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,5445.9,"Bucket in 13VI14 @ 1415.  High winds and heavy rain last 5 days.  Moderate to heavy organics in sample, 1 spider. Filtered 500um mesh.;;;"
06/19/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,16.6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,2472.5,Bucket in 13VI14 @ 1415.  High winds and heavy rain last 5 days.  Moderate organics in sample. Filtered 500um mesh.;;;
06/27/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,398,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,705.3,"Bucket in 19VI14 @ 1345 hours.  Light winds, temps ~70degF, rain last two days.  Heavy organics, pollen and 9 beetles in sample.  Filtered 500um mesh.;;;"
06/27/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,349,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,435.2,"Bucket in 19VI14 @ 1345 hours.  Light winds, temps ~70degF, rain last two days.  Light organics in sample.  Filtered 500um mesh.;;;"
06/27/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,6.2,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,435.2,"Bucket in 19VI14 @ 1345 hours.  Light winds, temps ~70degF, rain last two days.  Light organics in sample.  Filtered 500um mesh.;;;"
06/27/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,65.1,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,705.3,"Bucket in 19VI14 @ 1345 hours.  Light winds, temps ~70degF, rain last two days.  Heavy organics, pollen and 9 beetles in sample.  Filtered 500um mesh.;;;"
07/03/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,258,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1169.6,Bucket in on 27VI14@1500hrs.Calm to 15 mph winds; Sunny and temperatures in the 80's; Dry and little to no precipitation. Moderate organics; Some pollen in the sample; 6 beetles in the sample; Filtered through 500 um mesh.;;;
07/03/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,45,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1169.6,Bucket in on 27VI14@1500hrs.Calm to 15 mph winds; Sunny and temperatures in the 80's; Dry and little to no precipitation. Moderate organics; Some pollen in the sample; 6 beetles in the sample; Filtered through 500 um mesh.;;;
07/10/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,219,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,566.9,"Bucket in on 03VII14 @ 0945hrs. Sample fairly clean, 1 large beetle; filtered through 50 um mesh. Very hot and dry for last week. Had to add ~250 ml DI water to bucket for enough sample volume.;;;"
07/10/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,22.9,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,566.9,"Bucket in on 03VII14 @ 0945hrs. Sample fairly clean, 1 large beetle; filtered through 50 um mesh. Very hot and dry for last week. Had to add ~250 ml DI water to bucket for enough sample volume.;;;"
07/16/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,314,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,741.6,"Bucket in on 10VII14 at 0900hrs.Hot and dry for the last week, except for thunderstorm on the evening of 14VII14. Light ot moderate haze over the lake for last week from fires in Canada and Washington. Mod. Small organics in sample, filtered thru 500 um.;;;"
07/16/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,559,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,891.9,"Bucket in on 27VI14 at 1500hrs.Hot and dry for the last week, except for thunderstorm on the evening of 14VII14. Light ot moderate haze over the lake for last week from fires in Canada and Washington. Light small organics in sample, filtered thru 500 um.;;;"
07/16/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,891.9,"Bucket in on 27VI14 at 1500hrs.Hot and dry for the last week, except for thunderstorm on the evening of 14VII14. Light ot moderate haze over the lake for last week from fires in Canada and Washington. Light small organics in sample, filtered thru 500 um.;;;"
07/16/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,33.6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,741.6,"Bucket in on 10VII14 at 0900hrs.Hot and dry for the last week, except for thunderstorm on the evening of 14VII14. Light ot moderate haze over the lake for last week from fires in Canada and Washington. Mod. Small organics in sample, filtered thru 500 um.;;;"
07/23/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,647,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,943.9,"Bucket in on 16VII14 @0845 hrs. Hot and sunny with some rain/thunder and lightning storms. Lots of haze from fires in ID, OR, & WA. Lots of organics; 2 beetles and noticable soot in the sample; filtered through 500 um mesh.;;;"
07/23/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,113,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,943.9,"Bucket in on 16VII14 @0845 hrs. Hot and sunny with some rain/thunder and lightning storms. Lots of haze from fires in ID, OR, & WA. Lots of organics; 2 beetles and noticable soot in the sample; filtered through 500 um mesh.;;;"
08/01/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,234,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1040.2,Bucket in on 23VII14@1400 hrs. Sunny and hot this week temperatures in the mid-80's to low 90's (F). High winds at times Still some haze in the valley. Heavy organics in the sampleand 1 beetle and 2 Dipteran flies; filtered through 500 um mesh.;;;
08/01/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,25.2,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1040.2,Bucket in on 23VII14@1400 hrs. Sunny and hot this week temperatures in the mid-80's to low 90's (F). High winds at times Still some haze in the valley. Heavy organics in the sampleand 1 beetle and 2 Dipteran flies; filtered through 500 um mesh.;;;
08/08/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,379,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,930.3,"Bucket in 01VIII14@0845hrs. SMOKEY, hot mostly calm but 1 or 2 nights with high winds; sample had moderate organics in it (lg &sm); filtered through 500 um mesh.;;;"
08/08/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,44.4,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,930.3,"Bucket in 01VIII14@0845hrs. SMOKEY, hot mostly calm but 1 or 2 nights with high winds; sample had moderate organics in it (lg &sm); filtered through 500 um mesh.;;;"
08/15/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,370,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,865.2,"Bucket in on 08VIII14 @0845 hrs. Sunny and hot w/high winds and thunder/lightning storms. Rain last night and sporadically yesterday. Fires in the st and out of st. causing smoke in the valley. 2 Dipterans and 1 beetle, w/lots of organics; fil. 500 um.;;;"
08/15/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,874,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,700,Bucket in on 16VII14 @0845 hrs. Sunny and hot w/high winds and thunder/lightning storms. Rain last night and sporadically yesterday. Fires in the st and out of st. causing smoke in the valley. Mod. To hvy organics in the sample; filtered through 500 um.;;;
08/15/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,18.8,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,700,Bucket in on 16VII14 @0845 hrs. Sunny and hot w/high winds and thunder/lightning storms. Rain last night and sporadically yesterday. Fires in the st and out of st. causing smoke in the valley. Mod. To hvy organics in the sample; filtered through 500 um.;;;
08/15/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,24.8,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,865.2,"Bucket in on 08VIII14 @0845 hrs. Sunny and hot w/high winds and thunder/lightning storms. Rain last night and sporadically yesterday. Fires in the st and out of st. causing smoke in the valley. 2 Dipterans and 1 beetle, w/lots of organics; fil. 500 um.;;;"
08/22/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,344,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1134.1,"Bucket in on 15 VIII14 @ 0830 hrs. Sunny at times, cooler temperatures (~60 F); lots of rain and thunder/lightning. Hazy from fires in the valley. Lots of organics in sample; filtered through 500 um mesh.;;;"
08/22/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,399,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,2556.4,"Bucket in on 15 VIII14 @ 0830 hrs. Sunny at times, cooler temperatures (~60 F); lots of rain and thunder/lightning. Hazy from fires in the valley. Mod. organics in sample; filtered through 500 um mesh.;;;"
08/22/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,6.1,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,2556.4,"Bucket in on 15 VIII14 @ 0830 hrs. Sunny at times, cooler temperatures (~60 F); lots of rain and thunder/lightning. Hazy from fires in the valley. Mod. organics in sample; filtered through 500 um mesh.;;;"
08/22/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,21.7,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1134.1,"Bucket in on 15 VIII14 @ 0830 hrs. Sunny at times, cooler temperatures (~60 F); lots of rain and thunder/lightning. Hazy from fires in the valley. Lots of organics in sample; filtered through 500 um mesh.;;;"
08/29/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,92.8,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,753,Bucket in on 22 VIII14 @1500hrs. Sunny this week; raining and colder last week and over the weekend. ~80 F for highs. Some haze in the valley from fires; winds calm to mod. Heavy organics in the sample; filtered through 500 um mesh.;;;
08/29/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,6.9,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,753,Bucket in on 22 VIII14 @1500hrs. Sunny this week; raining and colder last week and over the weekend. ~80 F for highs. Some haze in the valley from fires; winds calm to mod. Heavy organics in the sample; filtered through 500 um mesh.;;;
09/04/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,138,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1437.7,Bucket in on 29VIII14@1500hrs. Rainy at times over the weekend; colder temperatures.Heavy rain yesterday; sunny at times; highs in the 70's (F). Winds calm to high. Mod. Organics in the sample; 2 dipterans; fil. Through 500 um mesh;;;
09/04/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,205,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1223.9,Bucket in on 29VIII14@1500hrs. Rainy at times over the weekend; colder temperatures.Heavy rain yesterday; sunny at times; highs in the 70's (F). Winds calm to high. Lite organics in the sample; 2 dipterans; fil. Through 500 um mesh;;;
09/04/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,4.8,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1223.9,Bucket in on 29VIII14@1500hrs. Rainy at times over the weekend; colder temperatures.Heavy rain yesterday; sunny at times; highs in the 70's (F). Winds calm to high. Lite organics in the sample; 2 dipterans; fil. Through 500 um mesh;;;
09/04/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,15.2,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1437.7,Bucket in on 29VIII14@1500hrs. Rainy at times over the weekend; colder temperatures.Heavy rain yesterday; sunny at times; highs in the 70's (F). Winds calm to high. Mod. Organics in the sample; 2 dipterans; fil. Through 500 um mesh;;;
09/11/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,110,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1005.8,Bucket in on 04IX14@0900 hrs. Sunny and calm winds for the most of the week but windy and rainy yesterday. Heavy organics; 1 spider; filtered through 500 um mesh.;;;
09/11/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,8.1,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1005.8,Bucket in on 04IX14@0900 hrs. Sunny and calm winds for the most of the week but windy and rainy yesterday. Heavy organics; 1 spider; filtered through 500 um mesh.;;;
09/18/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,422,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1255,Bucket in on 11IX14@1330hrs. Sunny and warm; windy at time; colder nights; hazy from fires. I grasshopper and 1 dipteran lfy; filtered through 500 um mesh.;;;
09/18/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,115,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1255,Bucket in on 11IX14@1330hrs. Sunny and warm; windy at time; colder nights; hazy from fires. I grasshopper and 1 dipteran lfy; filtered through 500 um mesh.;;;
09/26/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,227,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,913,Bucket in on 18IX14 @0605 hrs. Record high temps. This week. Mostly dry with a few rain showers. Hazy from fires; moderate to calm winds. Moderate organics; 1 dipteran fly; filtered through 500 um mesh.;;;
09/26/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,26.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,913,Bucket in on 18IX14 @0605 hrs. Record high temps. This week. Mostly dry with a few rain showers. Hazy from fires; moderate to calm winds. Moderate organics; 1 dipteran fly; filtered through 500 um mesh.;;;
10/03/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,129,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1433.6,Bucket in on 26IX14 @1545 hrs. Sunny and warm in general the last week; Recrd highs; rain showers; first frost last night. High winds most of the week. Heavy organics in the sample; pine needles; filtered through 500 um mesh.;;;
10/03/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,328,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1104.2,Bucket in on 04IX14 @ 0900 hrs. Sunny and warm in general the last week; Recrd highs; rain showers; first frost last night. High winds most of the week. Lite organics in the sample; filtered through 500 um mesh.;;;
10/03/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,7.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1104.2,Bucket in on 04IX14 @ 0900 hrs. Sunny and warm in general the last week; Recrd highs; rain showers; first frost last night. High winds most of the week. Lite organics in the sample; filtered through 500 um mesh.;;;
10/03/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,29,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1433.6,Bucket in on 26IX14 @1545 hrs. Sunny and warm in general the last week; Recrd highs; rain showers; first frost last night. High winds most of the week. Heavy organics in the sample; pine needles; filtered through 500 um mesh.;;;
10/09/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,78.9,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1065.4,Bucket in on 03X14 @ 1550hrs. Sunny and warm the past week; cooler nights with high winds at times. Moderate organics in the sample; 3 flies; filtered through 500 um mesh.;;;
10/09/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,7.7,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1065.4,Bucket in on 03X14 @ 1550hrs. Sunny and warm the past week; cooler nights with high winds at times. Moderate organics in the sample; 3 flies; filtered through 500 um mesh.;;;
10/17/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,147,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1376.3,Bucket in on 09X2014 @ 0830 hrs. Sunny to overcast. Showers 2 days ago. Winds calm to high this week. Lots of pine needles in the sample; filtered through 500 um mesh.;;;
10/17/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,246,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,698.5,Bucket in on 03IX2014 @ 0900 hrs. Sunny to overcast. Showers 2 days ago. Winds calm to high this week. Moderate pine needles in the sample; filtered through 500 um mesh.;;;
10/17/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,13.6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,698.5,Bucket in on 03IX2014 @ 0900 hrs. Sunny to overcast. Showers 2 days ago. Winds calm to high this week. Moderate pine needles in the sample; filtered through 500 um mesh.;;;
10/17/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,12.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1376.3,Bucket in on 09X2014 @ 0830 hrs. Sunny to overcast. Showers 2 days ago. Winds calm to high this week. Lots of pine needles in the sample; filtered through 500 um mesh.;;;
10/24/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,74.5,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1795.3,"Bucket in on 17X14 @ 0830hrs. Sunny and warm with rain showers on and off, for the last three days. High winds at times with colder nights. Lite organics in the sample; filtered through 500 um mesh.;;;"
10/24/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,247,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1524.5,"Bucket in on 17X14 @ 0830hrs. Sunny and warm with rain showers on and off, for the last three days. High winds at times with colder nights. Lite organics in the sample; filtered through 500 um mesh.;;;"
10/24/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,3.4,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1524.5,"Bucket in on 17X14 @ 0830hrs. Sunny and warm with rain showers on and off, for the last three days. High winds at times with colder nights. Lite organics in the sample; filtered through 500 um mesh.;;;"
10/24/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,2.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1795.3,"Bucket in on 17X14 @ 0830hrs. Sunny and warm with rain showers on and off, for the last three days. High winds at times with colder nights. Lite organics in the sample; filtered through 500 um mesh.;;;"
10/31/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,46.6,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1716.2,Bucket in on 24X14@0930hrs. Overcast with rain showers this week. Some sun breaks. Colder temperatures in the high 30's (F) at night. Moderate organics in the sample; filtered through 500 um mesh. Calm to high winds.;;;
10/31/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,88.8,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1085,Bucket in on 24X14@0930hrs. Overcast with rain showers this week. Some sun breaks. Colder temperatures in the high 30's (F) at night. No organics in the sample; filtered through 500 um mesh anyway. Calm to high winds.;;;
10/31/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,< 1.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1085,Bucket in on 24X14@0930hrs. Overcast with rain showers this week. Some sun breaks. Colder temperatures in the high 30's (F) at night. No organics in the sample; filtered through 500 um mesh anyway. Calm to high winds.;;;
10/31/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,2.9,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1716.2,Bucket in on 24X14@0930hrs. Overcast with rain showers this week. Some sun breaks. Colder temperatures in the high 30's (F) at night. Moderate organics in the sample; filtered through 500 um mesh. Calm to high winds.;;;
11/07/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,140,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1337.8,Bucket in on 31X14 @0900 hrs. Calm to hihg winds Rain and snow showers; temperatures in the 30's-50's (F). Lite organics in the sample; filtered through 500 um mesh.;;;
11/07/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,136,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1880.2,Bucket in on 31X14 @0900 hrs. Calm to hihg winds Rain and snow showers; temperatures in the 30's-50's (F). No visible organics in the sample; filtered through 500 um mesh.;;;
11/07/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,2.1,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1880.2,Bucket in on 31X14 @0900 hrs. Calm to hihg winds Rain and snow showers; temperatures in the 30's-50's (F). No visible organics in the sample; filtered through 500 um mesh.;;;
11/07/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,3.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1337.8,Bucket in on 31X14 @0900 hrs. Calm to hihg winds Rain and snow showers; temperatures in the 30's-50's (F). Lite organics in the sample; filtered through 500 um mesh.;;;
11/14/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,72.4,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1485,Bucket in on 07XI14 0825hrs. Calm to moderate wind; Temperatures in the single digits; Some snow/rain; Lite organics in the sample; Few pine needles; Filtered through 500 um mesh; Frozen thawed in walk-in fridge; Cover stuck b/t buckets when collected.;;;
11/14/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,128,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,891.1,Bucket in on 07XI14 0825hrs. Calm to moderate wind; Temperatures in the single digits; Some snow/rain; Mod. organics in the sample; Pine needles; Filtered through 500 um mesh; Frozen thawed in walk-in fridge; Cover stuck b/t buckets when collected.;;;
11/14/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,13.7,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,891.1,Bucket in on 07XI14 0825hrs. Calm to moderate wind; Temperatures in the single digits; Some snow/rain; Mod. organics in the sample; Pine needles; Filtered through 500 um mesh; Frozen thawed in walk-in fridge; Cover stuck b/t buckets when collected.;;;
11/14/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,7,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1485,Bucket in on 07XI14 0825hrs. Calm to moderate wind; Temperatures in the single digits; Some snow/rain; Lite organics in the sample; Few pine needles; Filtered through 500 um mesh; Frozen thawed in walk-in fridge; Cover stuck b/t buckets when collected.;;;
11/23/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,92.3,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,931.3,Bucket in on 14XI14 @ 0830hrs. Calm to high winds with cold temperatures into the single digits. Overcast to p.sunny at times. Lite organics in the sample; Filtered through 500 um mesh. Bioassay delayed collection.;;;
11/23/2014,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,3.6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,931.3,Bucket in on 14XI14 @ 0830hrs. Calm to high winds with cold temperatures into the single digits. Overcast to p.sunny at times. Lite organics in the sample; Filtered through 500 um mesh. Bioassay delayed collection.;;;
12/02/2014,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,78.4,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1668.9,Bucket in on 23XI14 @ 1315hrs. Very cold temperatures (single digits) and snow majority of last week; Calm to high winds; Mod. Org. quarter size tree bark in sample; samples froz. Placed in walk-in; JC obs. Cover stuck in mdl. 3 days ago; Snow in dry buc.;;;
