"Date","Volume","Parameter","Value","Volume_mL","Volume_L","Result_ugL"
2017-02-08,1968.4,"TP","3.6",1968.4,1.9684,3.6
2017-02-13,1800.7,"TN","45.7",1800.7,1.8007,45.7
2017-02-13,1800.7,"TP","1.5",1800.7,1.8007,1.5
2017-02-24,1410.5,"TN","80.8",1410.5,1.4105,80.8
2017-02-24,1410.5,"TP","1.5",1410.5,1.4105,1.5
2017-03-02,1457.1,"TN","122",1457.1,1.4571,122
2017-03-02,1457.1,"TP","1.6",1457.1,1.4571,1.6
2017-03-07,1496.1,"TN","54.6",1496.1,1.4961,54.6
2017-03-07,1496.1,"TP","1.5",1496.1,1.4961,1.5
2017-03-13,1407.4,"TN","39.9",1407.4,1.4074,39.9
2017-03-13,1407.4,"TP","1.8",1407.4,1.4074,1.8
2017-03-21,1809.4,"TN","73.1",1809.4,1.8094,73.1
2017-03-21,1809.4,"TP","2.3",1809.4,1.8094,2.3
2017-03-28,1538.6,"TN","190",1538.6,1.5386,190
2017-03-28,1538.6,"TP","4.2",1538.6,1.5386,4.2
2017-04-04,1410,"TN","98.7",1410,1.41,98.7
2017-04-04,1410,"TP","2.1",1410,1.41,2.1
2017-04-12,1371.4,"TN","233",1371.4,1.3714,233
2017-04-12,1371.4,"TP","8.5",1371.4,1.3714,8.5
2017-04-19,1519.8,"TN","160",1519.8,1.5198,160
2017-04-19,1519.8,"TP","4.5",1519.8,1.5198,4.5
2017-04-28,1576.5,"TN","291",1576.5,1.5765,291
2017-04-28,1576.5,"TP","8",1576.5,1.5765,8
2017-05-05,1284.1,"TN","269",1284.1,1.2841,269
2017-05-05,1284.1,"TP","28.3",1284.1,1.2841,28.3
2017-05-09,1743,"TN","183",1743,1.743,183
2017-05-09,1743,"TP","13.1",1743,1.743,13.1
2017-05-16,1020.1,"TN","313",1020.1,1.0201,313
2017-05-16,1020.1,"TP","27.5",1020.1,1.0201,27.5
2017-05-23,780,"TN","222",780,0.78,222
2017-05-23,780,"TP","12.4",780,0.78,12.4
2017-05-30,799,"TN","878",799,0.799,878
2017-05-30,799,"TP","167",799,0.799,167
2017-06-06,732.2,"TN","971",732.2,0.7322,971
2017-06-06,732.2,"TP","156",732.2,0.7322,156
2017-06-15,809.3,"TN","1220",809.3,0.8093,1220
2017-06-15,809.3,"TP","166",809.3,0.8093,166
2017-06-22,1045.2,"TN","308",1045.2,1.0452,308
2017-06-22,1045.2,"TP","35.2",1045.2,1.0452,35.2
2017-06-28,573.5,"TN","351",573.5,0.5735,351
2017-06-28,573.5,"TP","41.5",573.5,0.5735,41.5
2017-07-05,629.8,"TN","85.4",629.8,0.6298,85.4
2017-07-05,629.8,"TP","2.6",629.8,0.6298,2.6
2017-07-13,1500.6,"TN","204",1500.6,1.5006,204
2017-07-13,1500.6,"TP","29.8",1500.6,1.5006,29.8
2017-07-19,814.8,"TN","195",814.8,0.8148,195
2017-07-19,814.8,"TP","18.4",814.8,0.8148,18.4
2017-07-26,1087.5,"TN","42.1",1087.5,1.0875,42.1
2017-07-26,1087.5,"TP","4.8",1087.5,1.0875,4.8
2017-07-31,847.9,"TN","87.4",847.9,0.8479,87.4
2017-07-31,847.9,"TP","10.3",847.9,0.8479,10.3
2017-08-08,1138.4,"TN","350",1138.4,1.1384,350
2017-08-08,1138.4,"TP","75",1138.4,1.1384,75
2017-08-17,1610.4,"TN","239",1610.4,1.6104,239
2017-08-17,1610.4,"TP","24.4",1610.4,1.6104,24.4
2017-08-22,1480.7,"TN","87.8",1480.7,1.4807,87.8
2017-08-22,1480.7,"TP","13.3",1480.7,1.4807,13.3
2017-08-31,965.9,"TN","277",965.9,0.9659,277
2017-08-31,965.9,"TP","30.4",965.9,0.9659,30.4
2017-09-06,1003.4,"TN","384",1003.4,1.0034,384
2017-09-06,1003.4,"TP","267",1003.4,1.0034,267
2017-09-11,948.1,"TN","172",948.1,0.9481,172
2017-09-11,948.1,"TP","22.6",948.1,0.9481,22.6
2017-09-15,837.9,"TN","426",837.9,0.8379,426
2017-09-15,837.9,"TP","161",837.9,0.8379,161
2017-09-21,1002.5,"TN","273",1002.5,1.0025,273
2017-09-21,1002.5,"TP","12.7",1002.5,1.0025,12.7
2017-09-27,1552.7,"TN","64.6",1552.7,1.5527,64.6
2017-09-27,1552.7,"TP","6.7",1552.7,1.5527,6.7
2017-10-04,1626.2,"TN","132",1626.2,1.6262,132
2017-10-04,1626.2,"TP","9",1626.2,1.6262,9
2017-10-13,1351.7,"TN","236",1351.7,1.3517,236
2017-10-13,1351.7,"TP","23.9",1351.7,1.3517,23.9
2017-10-18,1557.5,"TN","66.8",1557.5,1.5575,66.8
2017-10-18,1557.5,"TP","10.2",1557.5,1.5575,10.2
2017-10-23,1276.5,"TN","89",1276.5,1.2765,89
2017-10-23,1276.5,"TP","5",1276.5,1.2765,5
2017-10-30,1000.2,"TN","87.3",1000.2,1.0002,87.3
2017-10-30,1000.2,"TP","13.3",1000.2,1.0002,13.3
2017-11-07,2098.7,"TN","160",2098.7,2.0987,160
2017-11-07,2098.7,"TP","6.7",2098.7,2.0987,6.7
2017-11-14,1950.8,"TN","54.9",1950.8,1.9508,54.9
2017-11-14,1950.8,"TP","1.5",1950.8,1.9508,1.5
2017-11-20,1336,"TN","43.8",1336,1.336,43.8
2017-11-20,1336,"TP","7.6",1336,1.336,7.6
2017-11-27,934.1,"TN","46.1",934.1,0.9341,46.1
2017-11-27,934.1,"TP","1.5",934.1,0.9341,1.5
2017-12-04,1361.9,"TN","63.7",1361.9,1.3619,63.7
2017-12-04,1361.9,"TP","3.8",1361.9,1.3619,3.8
2017-12-11,1427.1,"TN","25",1427.1,1.4271,25
2017-12-11,1427.1,"TP","1.5",1427.1,1.4271,1.5
2017-12-18,1596.5,"TN","66.5",1596.5,1.5965,66.5
2017-12-18,1596.5,"TP","1.5",1596.5,1.5965,1.5
2017-12-22,2009.5,"TN","91.6",2009.5,2.0095,91.6
2017-12-22,2009.5,"TP","1.5",2009.5,2.0095,1.5
2018-01-02,2323.1,"TN","96.5",2323.1,2.3231,96.5
2018-01-02,2323.1,"TP","2.2",2323.1,2.3231,2.2
2018-01-10,1716,"TN","116",1716,1.716,116
2018-01-10,1716,"TP","1.5",1716,1.716,1.5
2018-01-16,1736.3,"TN","43",1736.3,1.7363,43
2018-01-16,1736.3,"TP","1.5",1736.3,1.7363,1.5
2018-01-23,764.1,"TN","72.1",764.1,0.7641,72.1
2018-01-23,764.1,"TP","7.7",764.1,0.7641,7.7
2018-01-30,1917.1,"TN","104",1917.1,1.9171,104
2018-01-30,1917.1,"TP","5.6",1917.1,1.9171,5.6
2018-02-07,1916.7,"TN","76.1",1916.7,1.9167,76.1
2018-02-07,1916.7,"TP","1.5",1916.7,1.9167,1.5
2018-02-13,1304.2,"TN","92",1304.2,1.3042,92
2018-02-13,1304.2,"TP","4.3",1304.2,1.3042,4.3
2018-02-21,1989.4,"TN","97.4",1989.4,1.9894,97.4
2018-02-21,1989.4,"TP","5.6",1989.4,1.9894,5.6
2018-02-27,1354.3,"TN","33",1354.3,1.3543,33
2018-02-27,1354.3,"TP","1.5",1354.3,1.3543,1.5
2018-03-07,1285.2,"TN","94.8",1285.2,1.2852,94.8
2018-03-07,1285.2,"TP","18.8",1285.2,1.2852,18.8
2018-03-14,1471.7,"TN","93.8",1471.7,1.4717,93.8
2018-03-14,1471.7,"TP","1.9",1471.7,1.4717,1.9
2018-03-21,1592.1,"TN","106",1592.1,1.5921,106
2018-03-21,1592.1,"TP","1.8",1592.1,1.5921,1.8
2018-03-28,725.5,"TN","118",725.5,0.7255,118
2018-03-28,725.5,"TP","4.5",725.5,0.7255,4.5
2018-04-04,1336.1,"TN","181",1336.1,1.3361,181
2018-04-04,1336.1,"TP","10.6",1336.1,1.3361,10.6
2018-04-11,2007,"TN","168",2007,2.007,168
2018-04-11,2007,"TP","5.9",2007,2.007,5.9
2018-04-18,1452.4,"TN","106",1452.4,1.4524,106
2018-04-18,1452.4,"TP","5.1",1452.4,1.4524,5.1
2018-04-25,982.1,"TN","128",982.1,0.9821,128
2018-04-25,982.1,"TP","12.1",982.1,0.9821,12.1
2018-05-03,1201.3,"TN","844",1201.3,1.2013,844
2018-05-03,1201.3,"TP","123",1201.3,1.2013,123
2018-05-10,1204.2,"TN","1170",1204.2,1.2042,1170
2018-05-10,1204.2,"TP","188",1204.2,1.2042,188
2018-05-16,1152.5,"TN","964",1152.5,1.1525,964
2018-05-16,1152.5,"TP","182",1152.5,1.1525,182
2018-05-23,1067.1,"TN","536",1067.1,1.0671,536
2018-05-23,1067.1,"TP","94.2",1067.1,1.0671,94.2
2018-05-30,829.2,"TN","1090",829.2,0.8292,1090
2018-05-30,829.2,"TP","168",829.2,0.8292,168
2018-06-07,908.4,"TN","548",908.4,0.9084,548
2018-06-07,908.4,"TP","84.9",908.4,0.9084,84.9
2018-06-14,1177.4,"TN","849",1177.4,1.1774,849
2018-06-14,1177.4,"TP","155",1177.4,1.1774,155
2018-06-22,484.9,"TN","390",484.9,0.4849,390
2018-06-22,484.9,"TP","67.5",484.9,0.4849,67.5
2018-06-29,1087.5,"TN","258",1087.5,1.0875,258
2018-06-29,1087.5,"TP","26.5",1087.5,1.0875,26.5
2018-07-06,1130.2,"TN","265",1130.2,1.1302,265
2018-07-06,1130.2,"TP","47.8",1130.2,1.1302,47.8
2018-07-13,1099,"TN","115",1099,1.099,115
2018-07-13,1099,"TP","13.4",1099,1.099,13.4
2018-07-20,725,"TN","156",725,0.725,156
2018-07-20,725,"TP","24.3",725,0.725,24.3
2018-07-27,1273.1,"TN","788",1273.1,1.2731,788
2018-07-27,1273.1,"TP","141",1273.1,1.2731,141
2018-08-02,535.5,"TN","357",535.5,0.5355,357
2018-08-02,535.5,"TP","80.5",535.5,0.5355,80.5
2018-08-10,1013.9,"TN","178",1013.9,1.0139,178
2018-08-10,1013.9,"TP","24.7",1013.9,1.0139,24.7
2018-08-16,1436.4,"TN","89.2",1436.4,1.4364,89.2
2018-08-16,1436.4,"TP","9.2",1436.4,1.4364,9.2
2018-08-21,1790.3,"TN","196",1790.3,1.7903,196
2018-08-21,1790.3,"TP","16.8",1790.3,1.7903,16.8
2018-08-28,1021.6,"TN","279",1021.6,1.0216,279
2018-08-28,1021.6,"TP","11.7",1021.6,1.0216,11.7
2018-09-05,669.3,"TN","268",669.3,0.6693,268
2018-09-05,669.3,"TP","70.5",669.3,0.6693,70.5
2018-09-14,1767.4,"TN","138",1767.4,1.7674,138
2018-09-14,1767.4,"TP","24.8",1767.4,1.7674,24.8
2018-09-21,1267.2,"TN","157",1267.2,1.2672,157
2018-09-21,1267.2,"TP","36.9",1267.2,1.2672,36.9
2018-09-28,1223.6,"TN","209",1223.6,1.2236,209
2018-09-28,1223.6,"TP","35.2",1223.6,1.2236,35.2
2018-10-05,1614.4,"TN","390",1614.4,1.6144,390
2018-10-05,1614.4,"TP","27.2",1614.4,1.6144,27.2
2018-10-12,1421.2,"TN","94.2",1421.2,1.4212,94.2
2018-10-12,1421.2,"TP","16.4",1421.2,1.4212,16.4
2018-10-22,1602.7,"TN","186",1602.7,1.6027,186
2018-10-22,1602.7,"TP","35",1602.7,1.6027,35
2018-10-29,1671.5,"TN","133",1671.5,1.6715,133
2018-10-29,1671.5,"TP","5.3",1671.5,1.6715,5.3
2018-11-05,2280,"TN","81.7",2280,2.28,81.7
2018-11-05,2280,"TP","3.8",2280,2.28,3.8
2018-11-14,1773.1,"TN","93.2",1773.1,1.7731,93.2
2018-11-14,1773.1,"TP","2.4",1773.1,1.7731,2.4
2018-11-21,1648.5,"TN","57.4",1648.5,1.6485,57.4
2018-11-21,1648.5,"TP","3.5",1648.5,1.6485,3.5
2018-11-27,1743,"TN","26.4",1743,1.743,26.4
2018-11-27,1743,"TP","2.8",1743,1.743,2.8
2018-12-04,1875.7,"TN","45.4",1875.7,1.8757,45.4
2018-12-04,1875.7,"TP","1.5",1875.7,1.8757,1.5
2018-12-11,1809.9,"TN","42.9",1809.9,1.8099,42.9
2018-12-11,1809.9,"TP","1.5",1809.9,1.8099,1.5
2018-12-19,1559.5,"TN","64.4",1559.5,1.5595,64.4
2018-12-19,1559.5,"TP","3.8",1559.5,1.5595,3.8
2018-12-27,1836.3,"TN","57",1836.3,1.8363,57
2018-12-27,1836.3,"TP","1.5",1836.3,1.8363,1.5
2019-01-03,1676.1,"TN","31.9",1676.1,1.6761,31.9
2019-01-03,1676.1,"TP","1.5",1676.1,1.6761,1.5
2019-01-10,464.7,"TN","50.2",464.7,0.4647,50.2
2019-01-10,464.7,"TP","1.5",464.7,0.4647,1.5
2019-01-17,1700,"TN","25",1700,1.7,25
2019-01-17,1700,"TP","1.5",1700,1.7,1.5
2019-01-24,2060.8,"TN","67.1",2060.8,2.0608,67.1
2019-01-24,2060.8,"TP","1.6",2060.8,2.0608,1.6
2019-01-31,1674.4,"TN","41",1674.4,1.6744,41
2019-01-31,1674.4,"TP","2.2",1674.4,1.6744,2.2
2019-02-07,2209.7,"TN","119",2209.7,2.2097,119
2019-02-07,2209.7,"TP","4.3",2209.7,2.2097,4.3
2019-02-14,2069.1,"TN","85.1",2069.1,2.0691,85.1
2019-02-14,2069.1,"TP","3.4",2069.1,2.0691,3.4
2019-02-21,1827.1,"TN","58.8",1827.1,1.8271,58.8
2019-02-21,1827.1,"TP","1.5",1827.1,1.8271,1.5
2019-02-28,1536,"TN","64.1",1536,1.536,64.1
2019-02-28,1536,"TP","2.1",1536,1.536,2.1
2019-03-08,1945.8,"TN","87.3",1945.8,1.9458,87.3
2019-03-08,1945.8,"TP","3.2",1945.8,1.9458,3.2
2019-03-14,1723.1,"TN","83.6",1723.1,1.7231,83.6
2019-03-14,1723.1,"TP","1.5",1723.1,1.7231,1.5
2019-03-22,958.5,"TN","62.3",958.5,0.9585,62.3
2019-03-22,958.5,"TP","2",958.5,0.9585,2
2019-03-28,1675.5,"TN","93.6",1675.5,1.6755,93.6
2019-03-28,1675.5,"TP","2.7",1675.5,1.6755,2.7
2019-04-04,1613.9,"TN","54.4",1613.9,1.6139,54.4
2019-04-04,1613.9,"TP","1.5",1613.9,1.6139,1.5
2019-04-11,1963.4,"TN","90.6",1963.4,1.9634,90.6
2019-04-11,1963.4,"TP","2",1963.4,1.9634,2
2019-04-19,1836.5,"TN","147",1836.5,1.8365,147
2019-04-19,1836.5,"TP","4.8",1836.5,1.8365,4.8
2019-04-24,1365.1,"TN","185",1365.1,1.3651,185
2019-04-24,1365.1,"TP","10.2",1365.1,1.3651,10.2
2019-05-03,1290.7,"TN","386",1290.7,1.2907,386
2019-05-03,1290.7,"TP","44.5",1290.7,1.2907,44.5
2019-05-10,1046.7,"TN","419",1046.7,1.0467,419
2019-05-10,1046.7,"TP","55.9",1046.7,1.0467,55.9
2019-05-17,892.1,"TN","718",892.1,0.8921,718
2019-05-17,892.1,"TP","80.1",892.1,0.8921,80.1
2019-05-24,1068.9,"TN","260",1068.9,1.0689,260
2019-05-24,1068.9,"TP","18.1",1068.9,1.0689,18.1
2019-05-28,1497.3,"TN","123",1497.3,1.4973,123
2019-05-28,1497.3,"TP","4.6",1497.3,1.4973,4.6
2019-06-04,696.6,"TN","1250",696.6,0.6966,1250
2019-06-04,696.6,"TP","272",696.6,0.6966,272
2019-06-12,714.2,"TN","526",714.2,0.7142,526
2019-06-12,714.2,"TP","68.1",714.2,0.7142,68.1
2019-06-20,692.6,"TN","793",692.6,0.6926,793
2019-06-20,692.6,"TP","132",692.6,0.6926,132
2019-06-26,1679,"TN","259",1679,1.679,259
2019-06-26,1679,"TP","30.4",1679,1.679,30.4
2019-07-03,869.9,"TN","471",869.9,0.8699,471
2019-07-03,869.9,"TP","139",869.9,0.8699,139
2019-07-11,831.7,"TN","450",831.7,0.8317,450
2019-07-11,831.7,"TP","34.3",831.7,0.8317,34.3
2019-07-18,980.2,"TN","838",980.2,0.9802,838
2019-07-18,980.2,"TP","123",980.2,0.9802,123
2019-07-26,795.9,"TN","378",795.9,0.7959,378
2019-07-26,795.9,"TP","79.9",795.9,0.7959,79.9
2019-08-02,719.9,"TN","210",719.9,0.7199,210
2019-08-02,719.9,"TP","48.7",719.9,0.7199,48.7
2019-08-08,2038.7,"TN","141",2038.7,2.0387,141
2019-08-08,2038.7,"TP","10.9",2038.7,2.0387,10.9
2019-08-16,1975.7,"TN","220",1975.7,1.9757,220
2019-08-16,1975.7,"TP","7.6",1975.7,1.9757,7.6
2019-08-23,900.8,"TN","310",900.8,0.9008,310
2019-08-23,900.8,"TP","21.7",900.8,0.9008,21.7
2019-08-30,817.5,"TN","151",817.5,0.8175,151
2019-08-30,817.5,"TP","12.6",817.5,0.8175,12.6
2019-09-06,827.7,"TN","185",827.7,0.8277,185
2019-09-06,827.7,"TP","6.9",827.7,0.8277,6.9
2019-09-11,1887.4,"TN","114",1887.4,1.8874,114
2019-09-11,1887.4,"TP","2",1887.4,1.8874,2
2019-09-17,1299.1,"TN","157",1299.1,1.2991,157
2019-09-17,1299.1,"TP","20.6",1299.1,1.2991,20.6
2019-11-08,581.8,"TN","88.7",581.8,0.5818,88.7
2019-11-08,581.8,"TP","5",581.8,0.5818,5
2020-01-31,1247,"TN","37.6",1247,1.247,37.6
2020-01-31,1247,"TP","1.5",1247,1.247,1.5
2020-02-07,1032.1,"TN","96.2",1032.1,1.0321,96.2
2020-02-07,1032.1,"TP","5.3",1032.1,1.0321,5.3
2020-02-14,1328.7,"TN","25",1328.7,1.3287,25
2020-02-14,1328.7,"TP","1.9",1328.7,1.3287,1.9
2020-02-21,920.8,"TN","87.9",920.8,0.9208,87.9
2020-02-21,920.8,"TP","2.7",920.8,0.9208,2.7
2020-02-28,1502.1,"TN","72.3",1502.1,1.5021,72.3
2020-02-28,1502.1,"TP","1.6",1502.1,1.5021,1.6
2020-03-06,1167.8,"TN","100",1167.8,1.1678,100
2020-03-06,1167.8,"TP","5.2",1167.8,1.1678,5.2
2020-03-13,1432.5,"TN","61.5",1432.5,1.4325,61.5
2020-03-13,1432.5,"TP","3.2",1432.5,1.4325,3.2
2020-03-20,1157.3,"TN","108",1157.3,1.1573,108
2020-03-20,1157.3,"TP","36.8",1157.3,1.1573,36.8
2020-03-27,1280.7,"TN","116",1280.7,1.2807,116
2020-03-27,1280.7,"TP","19.8",1280.7,1.2807,19.8
2020-04-03,1647.8,"TN","90.7",1647.8,1.6478,90.7
2020-04-03,1647.8,"TP","13.4",1647.8,1.6478,13.4
2020-04-10,1211.3,"TN","94.1",1211.3,1.2113,94.1
2020-04-10,1211.3,"TP","8",1211.3,1.2113,8
2020-04-17,1025.7,"TN","135",1025.7,1.0257,135
2020-04-17,1025.7,"TP","11.7",1025.7,1.0257,11.7
2020-05-02,1238.4,"TN","974",1238.4,1.2384,974
2020-05-02,1238.4,"TP","165",1238.4,1.2384,165
2020-05-09,1249.7,"TN","327",1249.7,1.2497,327
2020-05-09,1249.7,"TP","52.5",1249.7,1.2497,52.5
2020-05-16,1126,"TN","488",1126,1.126,488
2020-05-16,1126,"TP","85.6",1126,1.126,85.6
2020-05-22,1478.3,"TN","178",1478.3,1.4783,178
2020-05-22,1478.3,"TP","30.2",1478.3,1.4783,30.2
2020-05-29,1061.3,"TN","164",1061.3,1.0613,164
2020-05-29,1061.3,"TP","27.5",1061.3,1.0613,27.5
2020-06-05,773,"TN","907",773,0.773,907
2020-06-05,773,"TP","169",773,0.773,169
2020-06-18,1001.4,"TN","386",1001.4,1.0014,386
2020-06-18,1001.4,"TP","72.9",1001.4,1.0014,72.9
2020-06-26,1139.6,"TN","691",1139.6,1.1396,691
2020-06-26,1139.6,"TP","205",1139.6,1.1396,205
2020-07-02,1305.9,"TN","222",1305.9,1.3059,222
2020-07-02,1305.9,"TP","47.5",1305.9,1.3059,47.5
2020-07-10,607.5,"TN","350",607.5,0.6075,350
2020-07-10,607.5,"TP","42.1",607.5,0.6075,42.1
2020-07-17,579.3,"TN","248",579.3,0.5793,248
2020-07-17,579.3,"TP","30.8",579.3,0.5793,30.8
2020-07-31,1120.4,"TN","217",1120.4,1.1204,217
2020-07-31,1120.4,"TP","38.9",1120.4,1.1204,38.9
2020-08-07,1176,"TN","114",1176,1.176,114
2020-08-07,1176,"TP","21.9",1176,1.176,21.9
2020-08-14,1530.5,"TN","190",1530.5,1.5305,190
2020-08-14,1530.5,"TP","30.4",1530.5,1.5305,30.4
2020-08-19,1772.6,"TN","100",1772.6,1.7726,100
2020-08-19,1772.6,"TP","7",1772.6,1.7726,7
2020-08-26,1523.2,"TN","131",1523.2,1.5232,131
2020-08-26,1523.2,"TP","8.6",1523.2,1.5232,8.6
2020-09-01,747.9,"TN","272",747.9,0.7479,272
2020-09-01,747.9,"TP","59.6",747.9,0.7479,59.6
2020-09-08,607.7,"TN","531",607.7,0.6077,531
2020-09-08,607.7,"TP","94.6",607.7,0.6077,94.6
2020-09-15,1084.8,"TN","67.4",1084.8,1.0848,67.4
2020-09-15,1084.8,"TP","5.4",1084.8,1.0848,5.4
2020-09-22,1351.4,"TN","154",1351.4,1.3514,154
2020-09-22,1351.4,"TP","17",1351.4,1.3514,17
2020-10-01,1224.5,"TN","103",1224.5,1.2245,103
2020-10-01,1224.5,"TP","16.8",1224.5,1.2245,16.8
2020-10-08,872.4,"TN","104",872.4,0.8724,104
2020-10-08,872.4,"TP","11",872.4,0.8724,11
2020-10-15,1160.2,"TN","127",1160.2,1.1602,127
2020-10-15,1160.2,"TP","15.4",1160.2,1.1602,15.4
2020-10-22,1750.1,"TN","69.8",1750.1,1.7501,69.8
2020-10-22,1750.1,"TP","3.4",1750.1,1.7501,3.4
2020-11-12,2133.6,"TN","102",2133.6,2.1336,102
2020-11-12,2133.6,"TP","37.5",2133.6,2.1336,37.5
2020-11-19,1665,"TN","33.9",1665,1.665,33.9
2020-11-19,1665,"TP","1.5",1665,1.665,1.5
2020-11-24,1526.9,"TN","25.6",1526.9,1.5269,25.6
2020-11-24,1526.9,"TP","1.5",1526.9,1.5269,1.5
2020-12-02,1435.9,"TN","33.8",1435.9,1.4359,33.8
2020-12-02,1435.9,"TP","1.5",1435.9,1.4359,1.5
2020-12-09,1856.8,"TN","25",1856.8,1.8568,25
2020-12-09,1856.8,"TP","1.5",1856.8,1.8568,1.5
2020-12-17,1587.9,"TN","34.2",1587.9,1.5879,34.2
2020-12-17,1587.9,"TP","1.5",1587.9,1.5879,1.5
2020-12-28,1540.4,"TN","49.2",1540.4,1.5404,49.2
2020-12-28,1540.4,"TP","1.8",1540.4,1.5404,1.8
2021-01-06,1453.8,"TN","72.4",1453.8,1.4538,72.4
2021-01-06,1453.8,"TP","1.6",1453.8,1.4538,1.6
2021-01-13,1967.8,"TN","58.2",1967.8,1.9678,58.2
2021-01-13,1967.8,"TP","2.1",1967.8,1.9678,2.1
2021-01-20,1897.8,"TN","25.9",1897.8,1.8978,25.9
2021-01-20,1897.8,"TP","1.5",1897.8,1.8978,1.5
2021-01-28,1621.3,"TN","28.9",1621.3,1.6213,28.9
2021-01-28,1621.3,"TP","1.5",1621.3,1.6213,1.5
2021-02-09,2131.8,"TN","94.9",2131.8,2.1318,94.9
2021-02-09,2131.8,"TP","1.5",2131.8,2.1318,1.5
2021-02-25,1398.7,"TN","94.2",1398.7,1.3987,94.2
2021-02-25,1398.7,"TP","1.5",1398.7,1.3987,1.5
2021-03-05,1356,"TN","81.4",1356,1.356,81.4
2021-03-05,1356,"TP","1.5",1356,1.356,1.5
2021-03-26,1628.5,"TN","122",1628.5,1.6285,122
2021-03-26,1628.5,"TP","1.9",1628.5,1.6285,1.9
2021-04-02,1188,"TN","93.8",1188,1.188,93.8
2021-04-02,1188,"TP","9.7",1188,1.188,9.7
2021-04-09,1132.5,"TN","99.8",1132.5,1.1325,99.8
2021-04-09,1132.5,"TP","7.7",1132.5,1.1325,7.7
2021-04-15,1192.6,"TN","81.6",1192.6,1.1926,81.6
2021-04-15,1192.6,"TP","7.9",1192.6,1.1926,7.9
2021-04-22,1060.6,"TN","288",1060.6,1.0606,288
2021-04-22,1060.6,"TP","45",1060.6,1.0606,45
2021-04-30,1113,"TN","197",1113,1.113,197
2021-04-30,1113,"TP","26",1113,1.113,26
2021-05-07,788.8,"TN","553",788.8,0.7888,553
2021-05-07,788.8,"TP","97.2",788.8,0.7888,97.2
2021-05-14,1458.9,"TN","278",1458.9,1.4589,278
2021-05-14,1458.9,"TP","37.1",1458.9,1.4589,37.1
2021-05-21,889.8,"TN","414",889.8,0.8898,414
2021-05-21,889.8,"TP","57.8",889.8,0.8898,57.8
2021-05-27,4472,"TN","156",4472,4.472,156
2021-05-27,4472,"TP","5.8",4472,4.472,5.8
2021-06-03,617.3,"TN","647",617.3,0.6173,647
2021-06-03,617.3,"TP","124",617.3,0.6173,124
2021-06-11,2729.4,"TN","588",2729.4,2.7294,588
2021-06-11,2729.4,"TP","36.3",2729.4,2.7294,36.3
2021-06-25,1130.5,"TN","411",1130.5,1.1305,411
2021-06-25,1130.5,"TP","71.5",1130.5,1.1305,71.5
2021-07-02,991.3,"TN","308",991.3,0.9913,308
2021-07-02,991.3,"TP","83.4",991.3,0.9913,83.4
2021-07-09,881.9,"TN","419",881.9,0.8819,419
2021-07-09,881.9,"TP","102",881.9,0.8819,102
2021-07-16,837.9,"TN","378",837.9,0.8379,378
2021-07-16,837.9,"TP","71.4",837.9,0.8379,71.4
2021-07-26,1740,"TN","302",1740,1.74,302
2021-07-26,1740,"TP","102",1740,1.74,102
2021-08-12,1749.3,"TN","325",1749.3,1.7493,325
2021-08-12,1749.3,"TP","32.9",1749.3,1.7493,32.9
2021-08-20,1639.9,"TN","624",1639.9,1.6399,624
2021-08-20,1639.9,"TP","288",1639.9,1.6399,288
2021-08-24,1945.5,"TN","210",1945.5,1.9455,210
2021-08-24,1945.5,"TP","3.7",1945.5,1.9455,3.7
2021-09-02,831.7,"TN","458",831.7,0.8317,458
2021-09-02,831.7,"TP","35.1",831.7,0.8317,35.1
2021-09-10,546.1,"TN","144",546.1,0.5461,144
2021-09-10,546.1,"TP","14.7",546.1,0.5461,14.7
2021-10-08,1188.2,"TN","63.9",1188.2,1.1882,63.9
2021-10-08,1188.2,"TP","6.6",1188.2,1.1882,6.6
2021-10-15,1503.5,"TN","71.4",1503.5,1.5035,71.4
2021-10-15,1503.5,"TP","11.1",1503.5,1.5035,11.1
2021-10-22,1515.1,"TN","186",1515.1,1.5151,186
2021-10-22,1515.1,"TP","25.1",1515.1,1.5151,25.1
2021-11-04,1005.3,"TN","149",1005.3,1.0053,149
2021-11-04,1005.3,"TP","8.1",1005.3,1.0053,8.1
2021-12-08,929.6,"TN","96.8",929.6,0.9296,96.8
2021-12-08,929.6,"TP","1.8",929.6,0.9296,1.8
2021-12-15,1582.1,"TN","28.2",1582.1,1.5821,28.2
2021-12-15,1582.1,"TP","1.5",1582.1,1.5821,1.5
2021-12-22,1738.1,"TN","36.5",1738.1,1.7381,36.5
2021-12-22,1738.1,"TP","1.5",1738.1,1.7381,1.5
2022-01-14,1591.5,"TN","32.6",1591.5,1.5915,32.6
2022-01-14,1591.5,"TP","1.5",1591.5,1.5915,1.5
2022-01-21,1597.5,"TN","56.7",1597.5,1.5975,56.7
2022-01-21,1597.5,"TP","1.8",1597.5,1.5975,1.8
2022-01-28,1671,"TN","25",1671,1.671,25
2022-01-28,1671,"TP","1.5",1671,1.671,1.5
2022-02-11,1219.7,"TN","56",1219.7,1.2197,56
2022-02-11,1219.7,"TP","1.5",1219.7,1.2197,1.5
2022-02-18,1578.9,"TN","50.4",1578.9,1.5789,50.4
2022-02-18,1578.9,"TP","1.5",1578.9,1.5789,1.5
2022-02-25,1546.3,"TN","42.7",1546.3,1.5463,42.7
